customer_id,instrument_symbol,review_date,review_stars
994,EARS,2018-06-11,3
184,SANW,2018-07-29,3
18,NLNK,2018-12-29,5
682,MYSZ,2018-05-01,5
913,FPH,2018-05-06,1
878,CMCSA,2018-08-26,1
784,AJX,2018-12-20,2
834,PTXP,2019-02-02,3
482,RTNB,2018-05-04,1
989,BUR,2018-11-17,4
585,EQS,2019-02-02,4
769,GEK,2018-06-12,5
653,IRIX,2019-02-04,2
901,GPRE,2018-09-07,1
70,AXP,2018-05-31,1
704,KMT,2018-04-08,4
702,PAVM,2018-11-05,4
564,MFV,2018-10-25,4
614,GALT,2018-09-02,4
43,BAK,2018-09-09,2
193,OIS,2018-05-28,3
542,ADHD,2018-07-22,1
384,SITE,2018-08-23,3
334,BOJA,2018-08-28,3
652,CBF,2019-03-06,2
872,ASB^C,2019-01-23,1
253,AZZ,2018-09-02,2
269,IRTC,2019-02-10,3
758,FLXN,2018-10-06,2
490,LMRKO,2018-11-21,1
133,GOODM,2018-12-17,5
301,HPF,2019-01-19,5
502,MBWM,2018-09-07,1
326,CTRE,2019-01-29,4
118,CSII,2018-06-24,2
549,AVGO,2019-02-17,4
312,AL,2018-05-05,3
233,AGN^A,2018-08-18,1
200,SSFN,2018-09-20,2
422,USM,2018-10-26,5
584,CAL,2019-03-03,2
610,COWNL,2018-10-29,5
416,JMU,2018-10-17,5
226,DXGE,2018-05-11,4
322,EFR,2018-05-29,3
34,FIF,2018-06-15,4
763,CHY,2019-02-22,1
439,BMTC,2018-05-05,5
14,CVI,2018-11-20,3
87,CNP,2018-04-02,5
428,FUNC,2018-12-29,4
954,MASI,2018-10-25,4
606,CCJ,2018-07-22,3
558,BEN,2018-07-01,1
635,LVHD,2018-06-10,1
950,NXEOW,2018-10-20,4
417,CIL,2018-09-25,3
618,LQDT,2018-03-29,4
205,CNP,2018-05-31,1
669,MMDM,2018-04-07,4
738,ADRD,2018-05-19,3
211,LOW,2018-08-16,1
699,VXUS,2018-12-31,2
571,IRDMB,2019-01-24,2
73,UG,2019-01-26,3
446,IT,2019-02-05,5
127,RSO^A,2018-08-02,3
740,TRGP,2019-01-13,3
829,CPSI,2019-01-28,4
214,HNH,2018-09-22,4
143,FMBI,2018-05-10,4
62,DSGX,2018-08-15,3
385,TIVO,2019-02-28,3
384,TPC,2018-04-21,2
47,ICAD,2019-01-18,3
854,AIV^A,2019-03-14,2
106,BRID,2019-03-26,5
272,CDZI,2019-01-02,3
410,CNNX,2018-04-12,1
272,WRLD,2018-07-28,2
611,GPS,2018-10-22,1
457,DLTR,2019-01-02,5
954,APDN,2018-08-11,5
441,PLPC,2018-09-29,3
559,ACV,2019-02-28,3
684,RRR,2018-10-11,2
898,SAN^B,2018-10-07,5
325,CSB,2018-12-29,4
703,PLOW,2018-09-27,4
940,TI,2018-11-18,5
643,ANTH,2018-05-01,4
545,SQ,2018-04-24,4
417,ZYME,2019-01-12,4
244,CCJ,2018-08-23,1
643,NBN,2019-03-26,4
305,KOP,2018-07-19,2
370,CNET,2018-12-16,5
551,ICUI,2019-01-05,1
295,HSY,2018-04-30,5
519,EVGBC,2018-05-31,5
629,CIZN,2018-06-18,5
357,CPSH,2018-10-18,1
596,AMRK,2018-12-15,5
370,MB,2018-12-06,2
584,HPF,2018-10-30,3
767,VRTSP,2018-05-31,5
665,FN,2018-11-09,3
761,BKFS,2018-06-22,5
558,EZPW,2018-08-17,3
843,ATW,2019-03-02,5
498,AHT^D,2018-09-04,3
843,GEOS,2019-01-04,1
663,FSC,2019-02-17,2
299,AKP,2018-05-16,2
706,NEA,2018-10-29,3
893,BAC^L,2019-02-01,2
538,TWO^A,2018-05-04,2
125,OIIM,2018-10-30,3
814,DCO,2018-06-15,4
165,ARU.CL,2018-08-25,3
563,DTRM,2019-02-05,5
563,PES,2018-07-06,2
75,BHACW,2018-10-13,2
67,NSL,2018-08-17,2
5,ANW,2018-08-07,3
440,CL,2018-05-30,2
338,GS^J,2018-04-28,5
198,BPOP,2019-03-18,2
577,ING,2018-06-12,5
903,ESNT,2018-07-27,3
393,BRFS,2018-09-28,1
669,BAC^L,2018-05-09,2
657,BXMT,2018-10-20,5
859,PCK,2018-04-24,4
631,LDL,2019-03-09,1
990,SVBI,2018-04-23,1
344,CHU,2019-01-11,2
67,JTA,2018-07-02,4
973,SVU,2018-06-02,1
178,HPI,2018-09-20,4
906,RTK,2019-01-10,5
275,PPR,2018-07-12,5
353,BKN,2018-05-15,2
475,OACQW,2018-07-16,1
984,VAR,2018-04-26,1
911,ELECW,2018-11-21,3
584,GTIM,2018-06-28,5
10,SLGN,2018-06-30,4
585,VER,2019-03-27,1
625,GS,2018-05-26,4
296,PLAY,2018-04-16,2
478,CTAA,2018-12-20,1
615,KBLMU,2018-09-23,3
869,VTGN,2018-09-14,2
507,TQQQ,2019-01-20,1
550,EXPD,2018-05-10,4
398,MNDO,2018-04-12,2
237,MGCD,2018-06-08,4
636,HASI,2018-07-08,2
715,IFV,2018-11-28,1
83,MOG.B,2018-12-17,5
803,UTX,2018-04-13,4
986,AKAM,2018-11-20,1
717,GENE,2019-01-11,5
620,MOGLC,2018-09-24,4
714,WEN,2018-07-20,2
319,AINV,2018-10-15,5
758,PML,2019-02-06,1
920,STB,2018-04-13,5
162,TCO^K,2019-03-16,4
323,MFG,2019-01-09,3
444,ARR,2018-08-10,3
493,GT,2019-03-17,3
881,PGRE,2018-11-07,1
51,LDOS,2019-03-09,4
8,AJG,2019-02-06,5
292,TEN,2018-06-25,5
849,RDCM,2019-01-18,1
906,ALL^A,2019-01-10,5
96,MRAM,2018-11-07,4
265,SIX,2018-06-20,2
791,MCI,2018-10-31,3
170,CAMP,2018-10-13,1
175,EGP,2018-12-09,5
975,SMM,2018-10-25,1
416,COKE,2019-01-07,1
82,RECN,2018-11-18,2
232,CLNS^I,2018-09-21,3
206,VCSH,2018-08-08,5
317,CZNC,2019-02-16,4
985,SHO^E,2019-01-23,1
974,PCBK,2018-09-21,5
99,SENEA,2018-10-12,2
116,DEX,2018-04-07,4
432,RFI,2018-07-24,3
717,CPT,2018-06-05,2
293,SCD,2018-07-19,2
881,THLD,2018-05-08,2
631,BMRC,2018-08-05,3
399,AVP,2018-05-07,1
279,SNHY,2018-07-24,5
331,SFUN,2018-11-15,3
138,KKR,2019-03-22,5
638,JLL,2018-04-09,1
619,KBAL,2019-03-25,2
592,WALA,2018-09-28,3
466,HCAP,2018-09-20,1
558,GALT,2019-02-15,2
304,HPI,2018-12-03,2
782,YIN,2018-10-08,5
324,HEAR,2018-07-21,3
632,WPM,2018-12-12,4
586,EACQU,2018-10-31,3
735,TDG,2018-04-09,5
766,NNA,2018-10-26,3
232,ETW,2019-02-07,5
863,SLCA,2019-02-10,5
582,CRT,2018-04-25,4
223,RZA,2018-07-18,5
476,SCL,2018-12-03,4
319,OPXAW,2019-03-04,3
524,KIO,2018-05-23,2
44,HIFS,2018-10-24,5
898,BFAM,2018-09-03,5
794,WSTL,2019-01-12,3
837,MTR,2019-01-21,3
429,FTLB,2018-11-25,1
378,DO,2018-10-02,2
49,MNTA,2018-05-31,3
848,HFBC,2018-04-24,2
472,TDJ,2018-12-29,3
719,ADNT,2018-04-11,2
976,DJCO,2018-04-14,2
723,SNDR,2018-09-19,5
11,SYPR,2018-10-17,2
640,REXX,2018-12-20,4
686,CAE,2019-03-02,5
269,GZT,2018-10-23,4
815,EVHC^,2018-10-06,4
665,SPG,2018-08-25,2
731,UCFC,2018-06-27,2
97,CDR,2018-05-05,5
66,VIVO,2018-09-02,5
686,HII,2018-07-08,4
639,DL,2019-02-25,4
755,ATVI,2018-04-20,3
553,CRD.A,2019-01-15,5
120,VDSI,2018-12-24,5
440,WBC,2018-07-06,3
394,SYF,2018-04-10,2
973,DNOW,2018-12-20,5
806,CNXN,2018-12-30,4
753,CS,2018-12-25,5
780,NBD,2018-06-30,3
516,CHSCO,2018-08-16,4
672,XELB,2018-08-09,4
423,FIBK,2018-08-03,4
859,ELF,2018-09-10,5
205,INVA,2018-10-16,3
694,ONSIZ,2018-12-23,1
395,ARLP,2018-12-11,1
98,BFIT,2018-10-30,5
952,CLFD,2018-12-02,3
203,PAG,2019-03-20,1
563,APPF,2019-03-18,3
365,ELVT,2019-02-09,2
359,FSIC,2018-06-11,4
900,IVZ,2019-03-02,1
977,EPR^E,2018-11-13,2
435,ALL,2018-06-27,3
367,LAYN,2018-10-26,1
391,ONCE,2018-09-15,4
121,GPIA,2019-03-26,4
504,CAL,2019-02-23,2
145,FBNK,2018-10-30,5
43,THST,2019-01-28,2
644,NHI,2018-10-31,3
828,EEX,2018-05-21,1
431,BKEPP,2018-10-26,1
326,DLR^G,2018-06-30,1
639,AXTA,2018-12-08,1
90,LSXMA,2018-08-30,3
201,GPRK,2019-03-21,3
725,NEOG,2018-11-15,2
708,MFV,2018-04-15,1
958,ICAD,2019-01-04,4
872,BANF,2018-08-23,4
972,CTT           ,2018-04-27,5
420,COTV,2018-09-11,2
139,CPAAU,2018-09-15,2
9,DXC,2018-05-14,5
658,TEI,2018-12-17,4
682,STDY,2018-10-14,3
789,OPXA,2018-08-09,5
663,ACET,2018-09-02,2
823,SJT,2019-01-07,5
298,VONG,2018-06-18,5
491,MMC,2018-05-18,4
545,NAZ,2018-11-30,3
24,CTMX,2019-03-09,4
797,LFUS,2018-08-07,2
541,CLRB,2018-05-06,4
210,IBB,2018-09-03,5
916,RIGL,2018-11-13,3
654,MMS,2018-10-13,1
897,CB,2018-07-16,2
676,AGR,2018-05-01,1
679,HBK,2018-11-27,3
897,AMRS,2018-04-23,4
322,QUAD,2018-11-09,3
297,PRH,2019-01-25,1
811,CNO,2018-05-12,4
680,QPACU,2018-09-25,1
282,BLX,2018-07-30,5
520,OVLY,2019-03-05,1
99,SRT,2018-07-17,5
510,FNV,2018-04-09,1
395,EGT,2019-02-21,3
290,UIS,2019-03-01,1
773,APD,2018-10-24,5
598,EL,2018-05-29,2
443,DUC,2018-04-03,1
840,HPE,2018-11-13,3
707,BK,2018-04-14,3
88,TSN,2019-03-11,3
807,PNF,2019-01-18,4
850,BRCD,2019-01-26,2
984,ENH^C,2019-01-03,5
774,VRAY,2019-02-09,5
387,LINU,2019-01-10,1
758,UMC,2018-12-10,4
14,ALL^E,2019-02-06,1
68,HNNA,2019-03-05,3
749,SSBI,2018-07-14,2
820,STAA,2018-08-18,2
5,MSTR,2018-06-21,3
1000,VYGR,2018-05-29,3
358,PIZ,2018-11-05,1
517,EEQ,2018-07-31,1
555,VLRX,2018-05-25,2
687,PEG,2019-02-07,3
992,AVD,2018-07-10,5
141,TDE,2018-10-07,4
847,TDA,2018-06-24,2
979,ADBE,2019-02-01,3
172,ANH^A,2018-12-15,5
809,PCN,2018-06-02,4
964,JMM,2019-03-15,3
920,NDSN,2018-03-30,3
33,CIE,2018-05-06,2
255,BJRI,2019-03-08,3
652,CENTA,2018-09-11,4
932,STAR^F,2018-10-01,2
994,TEX,2018-10-04,5
16,EGN,2018-11-25,2
803,JMLP,2019-02-03,1
582,THLD,2018-05-23,1
461,CBMX,2018-07-10,3
53,NBIX,2018-07-30,1
743,TCBIW,2019-02-06,1
481,BPK,2019-02-06,2
735,BIP,2018-05-08,1
188,FTXR,2018-05-23,5
115,PTI,2018-07-31,2
452,GALT,2018-08-09,3
70,RQI,2018-12-09,3
69,DXB,2018-11-15,3
76,FCH^A,2018-08-12,5
397,CNDT,2018-07-04,3
228,MDVX,2018-12-27,2
101,DLNG,2018-08-05,3
722,FNSR,2018-10-17,5
24,WR,2018-08-22,5
805,GFF,2018-08-28,2
998,HOME,2018-06-17,2
132,WIRE,2018-04-23,1
341,USB,2018-04-25,4
39,RBA,2019-01-02,3
523,MTD,2019-03-14,4
314,AXSM,2018-11-16,3
516,SFST,2018-10-27,4
7,KR,2018-11-23,5
147,NFG,2018-04-13,2
280,AMRI,2018-06-04,3
145,RYAM^A,2019-02-11,5
422,CNQ,2018-05-04,1
881,GHY,2019-02-10,2
570,SU,2019-01-17,2
84,BHBK,2019-01-16,3
373,STC,2018-10-06,3
965,AZO,2019-01-19,4
356,MRCC,2018-05-24,4
559,STAG^C,2018-06-30,1
200,IPAS,2018-08-31,2
822,BRC,2018-08-12,2
718,MASI,2018-10-28,5
89,UN,2018-10-14,4
203,IRET,2019-02-06,3
834,AIMT,2018-08-26,4
610,EAGLU,2018-06-04,2
587,RGT,2018-05-05,1
467,TDW,2018-04-27,5
216,IDSA,2018-12-07,4
462,KBR,2018-12-19,2
458,DXYN,2018-10-05,3
645,PAGG,2019-01-29,1
224,UA,2018-07-13,2
54,FITS,2018-06-18,4
544,CVE,2019-01-10,1
772,CECO,2019-01-03,3
262,CSTR,2018-05-21,3
213,BUR,2019-01-02,1
667,STRL,2018-09-03,2
196,HTGM,2019-02-17,3
273,PCSB,2018-08-11,4
311,MT,2018-12-13,4
337,NMFC,2018-06-08,2
826,SDRL,2018-10-23,3
900,GPRO,2019-01-18,3
462,FIX,2019-02-19,2
16,EML,2018-04-05,2
320,NTB,2018-12-08,3
623,WEA,2018-11-07,1
108,DBL,2019-01-15,1
412,SBBP,2019-01-29,3
112,SCACU,2018-11-24,1
318,ICE,2018-04-30,2
775,SNHNI,2018-04-09,3
498,FALC,2018-09-10,5
355,BML^J,2018-04-20,4
135,TSM,2018-08-05,1
110,SAN^I,2018-09-06,2
166,MNST,2018-10-30,2
930,GIFI,2019-03-12,3
277,BCR,2019-03-27,2
23,NAN,2018-11-05,3
776,MDVX,2019-01-06,1
881,IAG,2018-12-21,2
155,BGG,2018-10-06,3
4,FEMS,2018-04-22,2
466,PRU,2018-06-23,4
468,WVVI,2018-08-12,5
293,PEP,2019-03-03,2
812,C.WS.A,2019-01-12,3
220,OFC,2018-11-11,5
855,NGVC,2018-06-30,2
995,USLB,2018-07-18,4
660,WLFC,2018-05-07,4
983,NVDA,2019-02-05,5
136,TRU,2019-02-07,5
819,UBNT,2018-12-14,4
784,HSY,2019-01-31,1
221,OCLR,2018-08-30,1
255,CWH,2018-08-14,1
941,IRET,2018-12-26,5
651,BXP^B,2018-10-25,2
135,MUC,2018-05-29,3
644,Z,2018-04-24,5
841,DECK,2018-12-17,4
681,SB^D,2018-12-28,3
730,SMTC,2018-08-01,5
1,JAGX,2019-02-27,4
575,BLBD,2018-05-28,3
886,TGS,2018-05-28,1
718,MSDIW,2018-06-04,3
981,EHI,2018-10-04,4
189,ARE^D,2019-03-14,2
947,FSC,2019-01-10,1
727,TRP,2018-04-27,1
6,PANW,2019-02-02,5
2,WSBC,2018-09-17,5
285,GENC,2018-10-30,4
789,PPT,2018-05-08,1
758,ENFC,2018-07-18,1
681,LMHB,2018-05-03,3
570,VMBS,2019-03-05,2
854,GBLIL,2018-12-26,5
31,ICE,2018-09-10,4
224,HIL,2018-11-14,5
936,TPL,2018-04-04,3
673,CCIH,2018-06-28,4
538,WUBA,2018-06-03,1
608,PEB,2018-10-18,2
690,BLVD,2018-06-30,5
75,CTBB,2018-10-12,3
826,TSC,2018-04-22,5
831,RMCF,2018-12-28,4
343,DTLA^,2018-10-26,3
931,AHGP,2018-04-29,1
821,RTK,2018-10-19,3
592,JMP,2019-01-24,3
833,HCI,2019-01-13,2
923,JW.B,2018-12-06,4
200,TWTR,2018-07-26,3
625,BFS,2018-07-28,3
846,NHLD,2019-01-05,4
596,ENV,2018-06-18,3
29,IDTI,2019-01-19,5
381,OPGN,2018-10-10,2
173,PCTY,2018-06-13,2
504,FLGT,2019-03-15,3
672,TRCO,2019-01-13,5
931,HBI,2018-06-17,3
324,HTH,2018-06-06,5
317,ISBC,2018-11-05,4
781,GOF,2019-03-01,1
99,TOWN,2018-12-23,5
214,GDI,2018-07-09,3
647,GOOS,2018-11-17,1
950,UTX,2019-02-09,4
242,ARI^C,2018-10-01,1
235,BLBD,2018-09-25,4
131,ECL,2018-10-25,4
846,NATH,2018-09-22,4
713,YELP,2018-04-11,5
991,MNR^C,2018-12-29,3
831,JNP,2018-05-08,4
77,RDIB,2018-08-30,1
286,AR,2018-12-11,5
983,PCLN,2019-03-12,4
214,SCYX,2018-07-27,1
366,ISTR,2018-05-25,1
398,PENN,2018-07-11,1
375,VOXX,2018-04-04,3
475,CHUY,2018-06-29,2
477,USG,2018-06-14,5
998,EGF,2018-12-31,3
212,PLOW,2019-01-04,4
967,WSTL,2019-02-09,2
160,QTNA,2018-10-12,1
73,C^K,2018-06-08,5
744,ACWI,2019-01-30,5
